id,content,type,replyTo,parent,author,revision,talk_page,timestamp
704569891.14.14,"BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. If the Latino people become the majority population in the United States , there is no doubt 100% the United States will become another Mexico, face the truth and face the reality. Then what kind of show their politicians will have, I can also tell you now. First, they would further proclaim that they are the masters of this land, whites are immigrants from Europe, for the last few decades whites hinder the immigration issue on the latino, they will ask whites apology, and require constant apology even want an apology written into the Constitution, in order to approve latinos with the naturally born owned rights of the land. WASP created the modern civilization on this primitive land, and instantly turned into second-class citizens and foreign sojourners. Latinos will require a fully representing of the government, for revenge, they will further squeeze out the white forces from various government departments, the easiest way is to open the borders and let 100 million illegal immigrants enter the United States, in short time to obtain a residence permit and the right to vote. Any objections raised by whites, will be deducted racism hat.
After completion of the political siege followed is the economy. They will clearly require Latinos in economic activity must occupy most of proportion, they will use government power to intervene directly, whites will be forced to withdraw and abandon all economic activities. Latino government officials at all levels will use the power in their hands, full penetration into various socio-economic levels. The combination of power and money, then that is a comprehensive social corruption. To get any of the white business survival and development in this society, not by technological innovation, production efficiency and improve service levels, but to rely on bribery of government officials at all levels, and the appropriate government officials get a lot of opportunities for corruption in this way. This is a typical Latin America bureaucratic economy. Under this social environment, WASP wisdom and creativity will disappear, which is what these politicians want: completely destroy any whites’ confidence and the demands of society, in order to consolidate the power base of Latino politicians. As for the collapse of social economy and severe recession, which is not within the scope of their care, they care about is how there are more opportunities for them wantonly corruption. They have nothing to fear, because they know that even if they rape of women in the office doorway, their voters would still support them, because those voters would seriously believe that woman deliberately seduced their politician.
These Latino politicians but also would establish an image in the world as America is Latino America, Latinos are the real masters of the United States. Whites will be in very bad situation. If you want to emigrate, Europe has been very crowded, and there are 25 million Arab Muslims, the Muslims will always remember under white rule in the United States who helped Jews. Canada could be a destination, but it will be very difficult for the Canadian government, because under pressure they must audit white immigrants and latino immigrants equally, otherwise it will be treated as racial discrimination. Measures ultimately adopted across the board, that's all refused. American whites won’t be able to go any place, waiting for the U.S. to become a central America country or Mexico. So my suggestion to all whites, now you go for a trip to Mexico or Guatemala, but do not bring any cash in pocket, because it is not to let you go on vacation, you try to survive there for six months, and then you tell me your experience and new decision on the U.S. immigration policy.
With the decline of the United States, the pattern of the world also will be changed. American leadership will become a big international joke. When the world appears multi-power forces, and they do not mutually recognize each other, it’s the time to begin ringing alarm of new world war.  Britain, France and Germany will again seek dominance in Europe, Germany and Japan would break the restrictions on nuclear weapons, technology and capacity in both countries, they can produce the world's most sophisticated strategic offensive nuclear weapons. Russia will be ready to be tested, to regain regional hegemony. Republics of the former Soviet Union will be very frightened, fearing Russia's annexation, but eventually could not escape to become a vassal state. Arab Muslim extremists will quickly rise and rule the whole Arab world under extremism religious regime, and soon they will acquire nuclear technology and nuclear weapons, Israel will be their proving ground. Israel can only withstand one atomic bomb attack on their small territory, before the country is completely destroyed, they will project out all 160 nuclear weapons. Thus began the end of the world.
When someone asks me if so logical reasoning can explain the progressing of the world situation, my answer is yes. Understand the modern history of Europe, people know that there was no World War I, there would be no World War II, there would be also no international communism of former Soviet Union as well, and all these, were from a car driver getting lost his way. The progressing of human history, sometimes have people sigh.
I therefore call on all Americans, tell your representatives and senators, we must take this action: Revoke the 14th amendment of the US constitution about outdated citizenship clause, BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. we should stop the illegal immigrants new born children’s citizenship! Which member of Congress will support this action, she or he is your congresswoman or congressman. Which members of Congress will oppose this action, you should consider an alternative candidate. On the 2016 election, which presidential candidate will propose the so-called immigration reform, you should say no to him or her; Which presidential candidate will sign the Act of cancellation of illegal immigrants new born children’s citizenship, you should support his or her election . These days all the occurrence on US-Mexico border has proven these illegal immigrants and their agents in the U.S. political arena echoed in vain, they disregard the interests of united states, constantly squeezing the tolerance of this country, they just want to turn the U.S. into Mexico. This proves once again as I judged before: a person's genes and DNA determine his brain and way of thinking. Latino create mexico, WASP create the United States. some people may feel harsh, but it is a fact. In order to keep U.S. leadership and splendid civilization in the world, in order to prevent the United States to become another Mexico, we have no way to retreat. We not only should prevent the invasion of illegal immigrants, but we have to stop their new born children’s citizenship. only doing so in order to fundamentally solve the problem of illegal immigration. The time is ticking.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_REMOVAL,,704547960.14.14,Bongwarrior,704569891,Talk:Barack Obama,2016-02-12 07:08:49.000000 UTC
701433038.5456.5443,"24 January 2016 ==
",COMMENT_ADDING,701011053.3268.3268,,111.92.159.163,701433038,Talk:Barack Obama,2016-01-24 15:23:01.000000 UTC
705044576.3799.3799,":That's your point of view. Others' point of view may be that all of the controversy has been manufactured by political opponents. If you know that you have a point of view that is generally opposing the view of the subject of the article, then please remember that [WIKI_LINK: WPNPOV|Wikipedia is written from a neutral point of view] and that we must put aside our own points of view while writing it. Best,
",COMMENT_ADDING,705043748.3627.3617,,Prhartcom,705044576,Talk:Barack Obama,2016-02-15 04:53:03.000000 UTC
704547960.14.14,"BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. If the Latino people become the majority population in the United States , there is no doubt 100% the United States will become another Mexico, face the truth and face the reality. Then what kind of show their politicians will have, I can also tell you now. First, they would further proclaim that they are the masters of this land, whites are immigrants from Europe, for the last few decades whites hinder the immigration issue on the latino, they will ask whites apology, and require constant apology even want an apology written into the Constitution, in order to approve latinos with the naturally born owned rights of the land. WASP created the modern civilization on this primitive land, and instantly turned into second-class citizens and foreign sojourners. Latinos will require a fully representing of the government, for revenge, they will further squeeze out the white forces from various government departments, the easiest way is to open the borders and let 100 million illegal immigrants enter the United States, in short time to obtain a residence permit and the right to vote. Any objections raised by whites, will be deducted racism hat.
After completion of the political siege followed is the economy. They will clearly require Latinos in economic activity must occupy most of proportion, they will use government power to intervene directly, whites will be forced to withdraw and abandon all economic activities. Latino government officials at all levels will use the power in their hands, full penetration into various socio-economic levels. The combination of power and money, then that is a comprehensive social corruption. To get any of the white business survival and development in this society, not by technological innovation, production efficiency and improve service levels, but to rely on bribery of government officials at all levels, and the appropriate government officials get a lot of opportunities for corruption in this way. This is a typical Latin America bureaucratic economy. Under this social environment, WASP wisdom and creativity will disappear, which is what these politicians want: completely destroy any whites’ confidence and the demands of society, in order to consolidate the power base of Latino politicians. As for the collapse of social economy and severe recession, which is not within the scope of their care, they care about is how there are more opportunities for them wantonly corruption. They have nothing to fear, because they know that even if they rape of women in the office doorway, their voters would still support them, because those voters would seriously believe that woman deliberately seduced their politician.
These Latino politicians but also would establish an image in the world as America is Latino America, Latinos are the real masters of the United States. Whites will be in very bad situation. If you want to emigrate, Europe has been very crowded, and there are 25 million Arab Muslims, the Muslims will always remember under white rule in the United States who helped Jews. Canada could be a destination, but it will be very difficult for the Canadian government, because under pressure they must audit white immigrants and latino immigrants equally, otherwise it will be treated as racial discrimination. Measures ultimately adopted across the board, that's all refused. American whites won’t be able to go any place, waiting for the U.S. to become a central America country or Mexico. So my suggestion to all whites, now you go for a trip to Mexico or Guatemala, but do not bring any cash in pocket, because it is not to let you go on vacation, you try to survive there for six months, and then you tell me your experience and new decision on the U.S. immigration policy.
With the decline of the United States, the pattern of the world also will be changed. American leadership will become a big international joke. When the world appears multi-power forces, and they do not mutually recognize each other, it’s the time to begin ringing alarm of new world war.  Britain, France and Germany will again seek dominance in Europe, Germany and Japan would break the restrictions on nuclear weapons, technology and capacity in both countries, they can produce the world's most sophisticated strategic offensive nuclear weapons. Russia will be ready to be tested, to regain regional hegemony. Republics of the former Soviet Union will be very frightened, fearing Russia's annexation, but eventually could not escape to become a vassal state. Arab Muslim extremists will quickly rise and rule the whole Arab world under extremism religious regime, and soon they will acquire nuclear technology and nuclear weapons, Israel will be their proving ground. Israel can only withstand one atomic bomb attack on their small territory, before the country is completely destroyed, they will project out all 160 nuclear weapons. Thus began the end of the world.
When someone asks me if so logical reasoning can explain the progressing of the world situation, my answer is yes. Understand the modern history of Europe, people know that there was no World War I, there would be no World War II, there would be also no international communism of former Soviet Union as well, and all these, were from a car driver getting lost his way. The progressing of human history, sometimes have people sigh.
I therefore call on all Americans, tell your representatives and senators, we must take this action: Revoke the 14th amendment of the US constitution about outdated citizenship clause, BIRTH CERTIFICATE IS NOT EQUIVALENT TO CITIZENSHIP. we should stop the illegal immigrants new born children’s citizenship! Which member of Congress will support this action, she or he is your congresswoman or congressman. Which members of Congress will oppose this action, you should consider an alternative candidate. On the 2016 election, which presidential candidate will propose the so-called immigration reform, you should say no to him or her; Which presidential candidate will sign the Act of cancellation of illegal immigrants new born children’s citizenship, you should support his or her election . These days all the occurrence on US-Mexico border has proven these illegal immigrants and their agents in the U.S. political arena echoed in vain, they disregard the interests of united states, constantly squeezing the tolerance of this country, they just want to turn the U.S. into Mexico. This proves once again as I judged before: a person's genes and DNA determine his brain and way of thinking. Latino create mexico, WASP create the United States. some people may feel harsh, but it is a fact. In order to keep U.S. leadership and splendid civilization in the world, in order to prevent the United States to become another Mexico, we have no way to retreat. We not only should prevent the invasion of illegal immigrants, but we have to stop their new born children’s citizenship. only doing so in order to fundamentally solve the problem of illegal immigration. The time is ticking.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_MODIFICATION,699574941.2.0,704547928.14.14,SineBot,704547960,Talk:Barack Obama,2016-02-12 04:20:00.000000 UTC
703154827.0.858,"Just noting its existence. It's about a book linking Obama to Communists, Marxists, anti-Americans etc.
",COMMENT_REMOVAL,,698180463.2011.1988,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
708174464.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
::::::::This minor correction will do fine.
:It should be removed — if not immediately, then as soon as protection expires. This kind of editing in partisan political material is terribly inappropriate, both in substance and editing process. -
::How is it ""partisan""...? -  ''''
:::The accusations against the President and Secretary of State, members of one political party, were made more or less exclusively by operatives of the opposing party for political purposes. That's the definition of partisan, on one side or another of a political division. -
::::Wait, whom precisely are you accusing of being operatives of what, exactly?
:::::Whom = politicians and pundits accusing Obama and Clinton of misdeeds and failures relating to the Benghazi attacks; what = United States Republican Party. It's pretty basic. -
:::::Right, what Wikidemon said. As should be obvious. And as I've outlined in a minor way above. Which discussion was ended by protecting the page with the edit included in the article. And the page was protected not for 24 hours, but for 48 hours.
== Fox News ==
",COMMENT_MODIFICATION,,708173293.10076.10076,Dave Dial,708174464,Talk:Barack Obama,2016-03-04 02:03:43.000000 UTC
708071588.6180.6180,":None of you have addressed my primary concerns. The paragraph stated ''incorrect'' facts, which is obviously a complete no no. Not even the crappy source supported that error. Also, this article is about Barack Obama, so shoehorning in some Republican attacks on Hillary Clinton is inappropriate (and, in fact, a BLP violation). And like I said before, it left out the ""inconvenient truth"" the embassy wasn't properly secured because Republicans in Congress refused to approve the necessary funding. So let's dial down the rhetoric a bit, shall we?
",COMMENT_ADDING,708068646.5863.5863,,Scjessey,708071588,Talk:Barack Obama,2016-03-03 13:05:48.000000 UTC
708608819.19342.19342,":::No. You are wrong about almost everything there, I'm afraid. First of all, it was ''absolutely'' contentious because (a) it was flat out ''wrong'', and (b) it was non-neutral, because it gave an ''incomplete'' description of what happened. There's no grey area there, so it was actually fucking ''necessary'' to remove it. Secondly, the opinion of an administrator has no more value than the opinion of any other editor. Locking the page with this fucked up content in place was an error by the administrator, who presumably had bought into your bullshit instead of seeing the paragraph for what it obviously is. The rest of your argument falls flat on its face because you lost the first part of the argument.
::::Ah, I see... ''everyone'' is wrong but you. Got it. -  ''''
",COMMENT_MODIFICATION,708600366.19045.19045,708608544.19342.19342,Thewolfchild,708608819,Talk:Barack Obama,2016-03-06 15:14:33.000000 UTC
706697723.4469.4469,"* What?
",COMMENT_ADDING,706697166.4434.4434,,American Money,706697723,Talk:Barack Obama,2016-02-24 19:58:36.000000 UTC
708002891.4486.4508,"he fucks ass whenever he wants to and smokes bloods daily like a motherfucker
",COMMENT_REMOVAL,,707987873.4346.4324,GB fan,708002891,Talk:Barack Obama,2016-03-03 01:17:46.000000 UTC
708479284.18553.18553,"Neither can you edit war a paragraph out of the article and then claim you need consensus to re-add it. It is entirely inappropriate to pounce on an article the moment a block expires and remove content when there is no consensus to do so. If you and Wikidemon can revert anything you want, I don't see why the rest of us cannot. Also, who reverted first?
",COMMENT_ADDING,708474874.17141.17141,,Display name 99,708479284,Talk:Barack Obama,2016-03-05 21:15:03.000000 UTC
708354910.15435.15435,"===Arbitrary Break===
In response to concerns, I typed the words ""Benghazi criticism"" into Google Search. I reached ] article from ABC News as the 5th option. In addition to having the word ""Criticisms"" in the title, it also includes that word or some derivative of it 7 times in the body of the article. What more do you need?
:Nope. This does not stand for the proposition that Obama received substantial criticism, or Clinton either. It reports that in a ""leaked chapter"" of Clinton's now-released book, ''Hard Choices'', she refutes Republican critics vis-a-vis Benghazi. 'Criticism' and 'critic' are different words. Criticism, in the sense used, is an expression of disapproval of somebody or something based on a good faith perception of faults, motives, or mistakes. A critic of someone is not making judgments about whether to approve or disapprove, they are a detractor. This piece, and the great majority of others covering her book chapter, describe this as a reaction to Republican critics, not to widespread disapproval. -
Checking back here to see if any consensus has developed yet, but I can't see any. I've added a low profile maintenance template, to indicate there is some dispute over the inclusion. In the end, if there is no consensus for inclusion it should probably be removed I guess. — Martin ( ·
:We're going to remove content just because a couple of users [WIKI_LINK: WP:IDLI|don't like it]? While there is always room for improvement, I think this is backwards - without consensus to remove, it should stay. -  ''''
::Seriously - what's it going to take? Here's a short list mentioning response to Obama being criticized over Benghazi.
::* [EXTERNAL_LINK: LA Times - U.S. officials counter criticism in Benghazi attack]
::* [EXTERNAL_LINK: NPR - After Benghazi Hearings, Flurry Of Concern Unsettled]
::* [EXTERNAL_LINK: CNN - White House under assault over Obamacare, NSA, Benghazi]
::This is, of course leaving out the apparently unacceptable fox news articles, and any outlet that might have even a small non-left tilt. He has pretty clearly received substantial criticism regarding Benghazi.
:::No, no, and no. Quite likely nothing is going to help because what you are trying to source — that Obama was the subject of criticism over Benghazi, as opposed to partisan political detractors, does not appear to be what the neutral mainstream sources report. If we get past that, or found language describing it like the sources do as a partisan controversy rather than a criticism, we have a weight issue. Is it really biographically significant about the President that this one controversy, among twenty or thirty that his Republican detractors tried to hang on him, became a big deal for them in 2014-2015? Perhaps yes, perhaps no. We don't report all the controversies from earlier news cycles (Ayers, the birthers, etc.) but we do report at least one in passing, resigning from Jeremiah Wright's church, but that one, involving his religious affiliation, does seem more biographical and directly related to him. -
::::The simple fact is that there is already a section for Libya. It's entirely appropriate to include the Benghazi attack and the fact that an ambassador was killed. Can we agree on at least that much?
::::As for any criticism or fallout faced by Obama and his cabinet, I'm sure if we add some additional sources, we can agree what should (or shouldn't) be added and how it should be worded. -  ''''
:::The ""small non-left tilt"" jab is cute, but irrelevant. Those sources still state the attacks are from Republicans and there is no mainstream criticism of Obama for a terrorist attack on an Embassy based in Libya. As for edit warring the paragraph into the article and then claiming you need consensus to remove it, that's absurd, and shows that editors have no real understanding of Wiki policy.
::::So, just because it's from Republicans means the criticism is both invalid, and non-mainstream - if I'm interpreting your comment correctly? I've been around for about 10 years, I'm not a new editor.
:::::, you have claimed that these ""criticisms"" are not what ""neutral mainstream sources"" report upon. One of the articles cited by  came from CNN. CNN and Fox are both mainstream sources. Fox is often considered slightly right-leaning, while CNN is often considered slightly left-leaning, although they are both neutral enough to generally be considered mainstream. ""Criticism"" is a totally accurate word, and can be used to describe those who claim that Clinton and Obama did not adequately prepare for or deal with the crisis. , I believe that  is absolutely right. Articles report upon comments and criticism from all fronts. Regarding your edit warring comments, Wikipedia policy clearly states that it takes two to edit war. You cannot blame it all on a different group of editors simply because they disagree with you. With this statement, as well as various attempts to inject your own political philosophy into the article, I now question your understanding of Wikipedia policy. I would now like to pose a question to everyone. '''At what point in the article is it stated that Obama and Clinton are responsible for what happened in Benghazi?''' I believe that the answer is '''nowhere'''.
",COMMENT_MODIFICATION,,708353735.15435.15435,SQL,708354910,Talk:Barack Obama,2016-03-05 03:22:11.000000 UTC
705993921.5873.5873,":::::I understand, I mean some of my complaint also lost merit after it was shown that there is another article specifically about Obamas presidency, I was just confused because the article about George W. Bush is very different in style and build. @WOLF Maybe it could already help to link to [WIKI_LINK: Presidency of Barack Obama] at the top as it is done with """"Barack"" and ""Obama"" redirect here. For his father, see (...)"" etc? Anyway thanks for your time. I am not used to Wikipedia that's why I am not entirely sure about the processes and am afraid of making mistakes that would lead me to get banned
",COMMENT_ADDING,705993697.5738.5738,,Dasnewhome,705993921,Talk:Barack Obama,2016-02-20 20:21:30.000000 UTC
704870837.353.771,":::Did you read the above paragraph?  Whether or not my source is reliable and whether or not something about this belongs in the article is precisely what I'm asking.
",COMMENT_REMOVAL,,699699501.1345.1345,Lowercase sigmabot III,704870837,Talk:Barack Obama,2016-02-14 02:40:41.000000 UTC
702767837.4973.4973,"== Semi-protected edit request on ",COMMENT_RESTORATION,,653108147.1170.193,Jayjaysofly1,702767837,Talk:Barack Obama,2016-02-01 15:42:43.000000 UTC
708150634.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
:::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
== Fox News ==
",COMMENT_MODIFICATION,,708150195.10076.10076,Dave Dial,708150634,Talk:Barack Obama,2016-03-03 23:06:26.000000 UTC
705379772.2843.2843,".  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_MODIFICATION,699574941.2.0,704356844.934.1286,SineBot,705379772,Talk:Barack Obama,2016-02-17 04:00:31.000000 UTC
711529577.20374.20352,"In the fifth paragraph of the Foreign Policy section the article incorrectly refers to Dmitry Medvedev as the President of Russia, he is in fact the Prime Minister of Russia. Somebody should fix this.
",COMMENT_ADDING,711074653.22403.22403,,101.190.132.182,711529577,Talk:Barack Obama,2016-03-23 13:05:31.000000 UTC
708165678.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
::::::::This minor correction will do fine.
:It should be removed — if not immediately, then as soon as protection expires. This kind of editing in partisan political material is terribly inappropriate, both in substance and editing process. -
== Fox News ==
",COMMENT_MODIFICATION,,708154334.10076.10076,Wikidemon,708165678,Talk:Barack Obama,2016-03-04 01:01:15.000000 UTC
703154827.0.4972,":You should also read the Frequently asked questions at the top of the page. The consensus is against this change.   [WIKI_LINK: en:User:GB fan|GB] [WIKI_LINK: en:User talk:GB fan|fan]
",COMMENT_REMOVAL,,703022346.4972.4973,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
708002891.4486.4536,":[REPLY_TO: Bill.maclin] Yeah, I don't think so. That's got to be the worst attempt at vandalism I've ever seen.
",COMMENT_REMOVAL,,707989274.4374.4374,GB fan,708002891,Talk:Barack Obama,2016-03-03 01:17:46.000000 UTC
703156731.1958.0,"== Building a coherent history ==
",COMMENT_RESTORATION,,701011053.3268.3268,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
701011053.3282.3268,"First off, thanks to the editors who crafted a lot of great narrative content, especially the well-rounded lead.
As this page has grown and his presidency has encompassed everything a president does (speeches, policies, elections, and so on), it seems to have lost a good narrative flow. It's unfortunately not the Featured Article it was on the day of his election. Specifically, there's not a particularly cohesive narrative of his presidency. There's a long list of policy views and actions, but not a general history. This leads to a feeling that it's disconnected. I’ll note that [WIKI_LINK: Presidency of Barack Obama] doesn’t have a cohesive narrative either, instead compromising several lists and a bunch of separate policy areas. Work on this page can carry over to that one.
As a model article I will point to [WIKI_LINK: Bill Clinton] (and [WIKI_LINK: Hillary Clinton], although she’s not yet a president). The section on his presidency blends his [WIKI_LINK: United States presidential election in New Hampshire, 1992#Democratic primary|political story], his [WIKI_LINK: Lewinsky scandal|personal quirks], his [WIKI_LINK: North American Free Trade Agreement|policy achievements] (and [WIKI_LINK: Clinton health care plan of 1993|failures]), his [WIKI_LINK: Economic policy of Bill Clinton|overall effect on the country], and the broader context in which his presidency occurred, in a reasonably easy-to-follow way. The only section dedicated to particular policies (“Military and foreign events”) is a cohesive and roughly chronological account.
What would be great is a '''10+ paragraph walkthrough of the general course of Obama’s presidency''': the ups and downs, the major initiatives ([WIKI_LINK: Obamacare] and [WIKI_LINK: American Recovery and Reinvestment Act of 2009|rebooting the economy] in particular). Imagine if you want to read for 5 minutes about what he's done. It's not feasible to peruse through a dozen different sections on his energy, Iraq, health care, LGBT, immigration, etc. positions. That would be difficult to follow. The intricate details of his policy achievements are better suited to in-depth articles like [WIKI_LINK: Barack Obama social policy]. Elevating the most notable accomplishments and trimming the others allows this article to stay reasonably-sized and engaging.
The way I think about it is as a biography: when you look back at the overall term, what are the most important bits and what is your general impression? Now condense that into an article for a general audience. The smaller initiatives aren't going to be defining aspects of his legacy. A good biography is going to include a well-balanced account from start to finish, mentioning landmark achievements, his [WIKI_LINK: Social policy of Barack Obama#LGBT issues|biggest thematic priorities] (and [WIKI_LINK: Gun control after the Sandy Hook Elementary School shooting|unsuccessful efforts]), and all the other things swirling around, some of which are out of his control. Important aspects of his meta-presidency include the slow but steady economic growth, continued instability in the Middle East alongside the rise of ISIS, increasing public support for LGBT rights (helping him in 2012), a bigger and more heated focus on race relations, and the loss of Democratic majorities alongside increasingly stark political partisanship (see [WIKI_LINK: Tea Party]). Many of these things are consequences of deeper trends, but he played a role in shaping or responding to each. You can't remove a person from their historical context.
It's also worth addressing the contrast between the campaign ideal of ""Yes We Can"" (political unity and racial solidarity), and the actual history. While we elected an African-American president, we didn't solve our deep-seated racial conundrums. Again, this is not his fault, but it's an important theme to explore.
And it's got to be chronological. A biography doesn't jump from topic to topic in each new chapter.
This is the general idea. I'll work on something but these things are always a collaborative effort.
This is an article [EXTERNAL_LINK: '''tens of millions of people'''] have read or will read and I’m excited to make it better.
",COMMENT_ADDING,701011053.3268.3268,,CaseyPenk,701011053,Talk:Barack Obama,2016-01-21 23:25:36.000000 UTC
708715735.17143.17143,"===Discussion after page protection lifted===
",COMMENT_MODIFICATION,,708700806.17143.17143,Wikidemon,708715735,Talk:Barack Obama,2016-03-07 04:51:57.000000 UTC
